PERMNO,date,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,OPENPRC,vwretd,vwretx,ewretd,ewretx,sprtrn
47896,2019-01-02,JPM,JPMORGAN CHASE & CO,95.94000,99.78000,99.31000,15670850,0.017312,99.32000,99.33000,95.95000,0.001796,0.001791,0.017126,0.017105,0.001269
47896,2019-01-03,JPM,JPMORGAN CHASE & CO,96.69000,98.89000,97.11000,16286426,-0.014097,97.06000,97.08000,98.64000,-0.021043,-0.021229,-0.009454,-0.009493,-0.024757
47896,2019-01-04,JPM,JPMORGAN CHASE & CO,98.28000,100.93000,100.69000,16935205,0.036865,100.66000,100.67000,99.11000,0.033410,0.033409,0.030804,0.030780,0.034336
47896,2019-01-07,JPM,JPMORGAN CHASE & CO,99.71030,101.47000,100.76000,15430712,0.000695,100.76000,100.77000,100.43000,0.009202,0.009196,0.016144,0.016133,0.007010
47896,2019-01-08,JPM,JPMORGAN CHASE & CO,99.54500,101.82000,100.57000,13578777,-0.001886,100.57000,100.58000,101.63000,0.010269,0.010248,0.010358,0.010339,0.009695
47896,2019-01-09,JPM,JPMORGAN CHASE & CO,99.93000,101.49000,100.40000,14230331,-0.001690,100.40000,100.42000,100.81000,0.006199,0.005958,0.010306,0.010264,0.004098
47896,2019-01-10,JPM,JPMORGAN CHASE & CO,99.27000,100.73000,100.39000,14376430,-0.000100,100.37000,100.40000,100.02000,0.004474,0.004468,0.002611,0.002573,0.004518
47896,2019-01-11,JPM,JPMORGAN CHASE & CO,98.95000,100.17000,99.91000,15439850,-0.004781,99.92000,99.94000,99.89000,-0.000152,-0.000163,0.001293,0.001246,-0.000146
47896,2019-01-14,JPM,JPMORGAN CHASE & CO,98.66000,101.36000,100.94000,21258458,0.010309,100.94000,100.99000,98.87000,-0.005465,-0.005554,-0.005852,-0.005991,-0.005258
47896,2019-01-15,JPM,JPMORGAN CHASE & CO,98.60000,102.47000,101.68000,26504852,0.007331,101.68000,101.72000,98.89000,0.009839,0.009811,0.006546,0.006491,0.010722
47896,2019-01-16,JPM,JPMORGAN CHASE & CO,101.80000,103.45000,102.50000,18532952,0.008065,102.49000,102.50000,102.25000,0.003177,0.003157,0.004831,0.004808,0.002222
47896,2019-01-17,JPM,JPMORGAN CHASE & CO,101.92080,103.50000,102.92000,14247564,0.004098,102.93000,102.94000,102.11000,0.007082,0.007014,0.005101,0.005049,0.007591
47896,2019-01-18,JPM,JPMORGAN CHASE & CO,102.83000,104.90000,104.59000,16428710,0.016226,104.57000,104.58000,103.77000,0.012032,0.012011,0.008534,0.008518,0.013183
47896,2019-01-22,JPM,JPMORGAN CHASE & CO,102.13000,103.59000,102.94000,17083681,-0.015776,102.93000,102.94000,103.08000,-0.014150,-0.014182,-0.013514,-0.013570,-0.014157
47896,2019-01-23,JPM,JPMORGAN CHASE & CO,101.96500,103.70000,102.68000,12146678,-0.002526,102.68000,102.69000,103.44000,0.001313,0.001270,-0.000571,-0.000626,0.002203
47896,2019-01-24,JPM,JPMORGAN CHASE & CO,101.94000,103.09000,102.74000,11296764,0.000584,102.72000,102.74000,102.13000,0.002789,0.002762,0.005460,0.005439,0.001376
47896,2019-01-25,JPM,JPMORGAN CHASE & CO,102.74000,104.31000,103.39000,14412559,0.006327,103.39000,103.40000,103.51000,0.009553,0.009520,0.010818,0.010780,0.008489
47896,2019-01-28,JPM,JPMORGAN CHASE & CO,102.59000,104.24000,103.88000,12283089,0.004739,103.87000,103.88000,102.89000,-0.006493,-0.006493,-0.003899,-0.003906,-0.007847
47896,2019-01-29,JPM,JPMORGAN CHASE & CO,103.73010,105.11000,104.17000,9743271,0.002792,104.17000,104.19000,103.88000,-0.000918,-0.000929,0.000164,0.000143,-0.001456
47896,2019-01-30,JPM,JPMORGAN CHASE & CO,103.78000,105.24000,104.41000,12526274,0.002304,104.40000,104.41000,104.14000,0.014357,0.014215,0.009789,0.009713,0.015549
47896,2019-01-31,JPM,JPMORGAN CHASE & CO,102.73000,103.80000,103.50000,17520551,-0.008716,103.50000,103.51000,103.41000,0.008467,0.008278,0.007008,0.006938,0.008597
47896,2019-02-01,JPM,JPMORGAN CHASE & CO,103.52000,104.84550,103.88000,13000780,0.003671,103.85000,103.86000,104.00000,0.001418,0.001277,0.002960,0.002824,0.000899
47896,2019-02-04,JPM,JPMORGAN CHASE & CO,103.01000,104.25000,104.25000,9871549,0.003562,104.24000,104.25000,103.79000,0.006692,0.006647,0.007317,0.007261,0.006776
47896,2019-02-05,JPM,JPMORGAN CHASE & CO,103.29000,104.55000,103.79000,12762982,-0.004412,103.70000,103.72000,104.52000,0.004392,0.004375,0.002633,0.002602,0.004708
47896,2019-02-06,JPM,JPMORGAN CHASE & CO,103.46500,104.62000,103.74000,8744957,-0.000482,103.75000,103.76000,103.71000,-0.002529,-0.002605,-0.001374,-0.001427,-0.002224
47896,2019-02-07,JPM,JPMORGAN CHASE & CO,101.44000,103.50000,102.38000,13177489,-0.013110,102.37000,102.38000,103.25000,-0.008815,-0.008945,-0.009004,-0.009092,-0.009357
47896,2019-02-08,JPM,JPMORGAN CHASE & CO,100.06000,102.33500,101.36000,12892562,-0.009963,101.32000,101.34000,102.08000,0.000651,0.000387,-0.001107,-0.001212,0.000676
47896,2019-02-11,JPM,JPMORGAN CHASE & CO,100.77100,102.01000,100.88000,10978516,-0.004736,100.89000,100.90000,101.76000,0.001262,0.001241,0.003731,0.003704,0.000709
47896,2019-02-12,JPM,JPMORGAN CHASE & CO,101.89000,102.92000,102.60000,12852252,0.017050,102.59000,102.60000,101.95000,0.012367,0.012314,0.010086,0.010024,0.012890
47896,2019-02-13,JPM,JPMORGAN CHASE & CO,102.90000,103.85000,103.09000,10754061,0.004776,103.08000,103.09000,102.90000,0.002782,0.002721,0.003827,0.003776,0.003024
47896,2019-02-14,JPM,JPMORGAN CHASE & CO,101.35000,103.10000,102.42000,11518530,-0.006499,102.41000,102.42000,102.47000,-0.001423,-0.001761,0.000674,0.000393,-0.002652
47896,2019-02-15,JPM,JPMORGAN CHASE & CO,103.66000,105.70000,105.55000,14716861,0.030560,105.56000,105.57000,103.90000,0.010835,0.010763,0.009520,0.009451,0.010879
47896,2019-02-19,JPM,JPMORGAN CHASE & CO,103.81000,105.37000,105.18000,12764888,-0.003505,105.19000,105.21000,104.91000,0.002351,0.002292,0.005022,0.004951,0.001499
47896,2019-02-20,JPM,JPMORGAN CHASE & CO,104.87500,105.80000,105.69000,10030326,0.004849,105.72000,105.74000,105.21000,0.002105,0.001968,0.001534,0.001444,0.001777
47896,2019-02-21,JPM,JPMORGAN CHASE & CO,104.96000,105.99000,105.47000,8400075,-0.002082,105.47000,105.48000,105.45000,-0.003534,-0.003604,-0.001722,-0.001781,-0.003526
47896,2019-02-22,JPM,JPMORGAN CHASE & CO,104.77500,106.09000,105.00000,10647258,-0.004456,104.99000,105.00000,105.70000,0.006367,0.006318,0.007815,0.007776,0.006411
47896,2019-02-25,JPM,JPMORGAN CHASE & CO,105.69000,107.27000,106.10000,11230679,0.010476,106.07000,106.08000,105.75000,0.001355,0.001261,0.002548,0.002533,0.001232
47896,2019-02-26,JPM,JPMORGAN CHASE & CO,103.94000,105.47000,105.29000,15465393,-0.007634,105.27000,105.28000,104.50000,-0.001496,-0.001519,-0.002209,-0.002228,-0.000790
47896,2019-02-27,JPM,JPMORGAN CHASE & CO,104.50500,105.38000,105.16000,9968822,-0.001235,105.15000,105.16000,105.18000,0.000503,0.000365,0.000165,0.000076,-0.000544
47896,2019-02-28,JPM,JPMORGAN CHASE & CO,104.18000,105.21000,104.36000,15156850,-0.007607,104.35000,104.36000,105.01000,-0.002832,-0.003064,-0.003329,-0.003450,-0.002826
47896,2019-03-01,JPM,JPMORGAN CHASE & CO,104.20000,105.90500,104.43000,13813310,0.000671,104.41000,104.42000,105.10000,0.006074,0.005965,0.005596,0.005466,0.006895
47896,2019-03-04,JPM,JPMORGAN CHASE & CO,103.26680,105.91550,104.19000,12466285,-0.002298,104.22000,104.24000,104.92000,-0.004235,-0.004264,-0.002059,-0.002097,-0.003881
47896,2019-03-05,JPM,JPMORGAN CHASE & CO,103.26000,104.55000,104.11000,10856646,-0.000768,104.12000,104.13000,104.13000,-0.001320,-0.001347,-0.001251,-0.001273,-0.001131
47896,2019-03-06,JPM,JPMORGAN CHASE & CO,103.55000,104.57000,103.72000,9070782,-0.003746,103.74000,103.75000,103.86000,-0.007768,-0.007803,-0.012423,-0.012443,-0.006524
47896,2019-03-07,JPM,JPMORGAN CHASE & CO,102.16000,103.47000,102.97000,12705739,-0.007231,102.95000,102.96000,103.25000,-0.007494,-0.007681,-0.005773,-0.005884,-0.008126
47896,2019-03-08,JPM,JPMORGAN CHASE & CO,101.99000,103.23000,103.01000,10582371,0.000388,103.02000,103.03000,101.99000,-0.001900,-0.001999,-0.002342,-0.002463,-0.002132
47896,2019-03-11,JPM,JPMORGAN CHASE & CO,103.66000,104.54500,104.35000,9763235,0.013008,104.34000,104.35000,103.98000,0.014348,0.014321,0.013281,0.013230,0.014666
47896,2019-03-12,JPM,JPMORGAN CHASE & CO,103.75440,104.79000,104.04000,10219100,-0.002971,104.05000,104.06000,104.59000,0.002743,0.002709,0.002639,0.002589,0.002953
47896,2019-03-13,JPM,JPMORGAN CHASE & CO,103.95000,104.98000,104.39000,13022241,0.003364,104.38000,104.39000,104.19000,0.006419,0.006357,0.004495,0.004448,0.006950
47896,2019-03-14,JPM,JPMORGAN CHASE & CO,104.46000,105.87000,105.34000,10926470,0.009100,105.36000,105.37000,104.50000,-0.000989,-0.001326,-0.001548,-0.001928,-0.000868
47896,2019-03-15,JPM,JPMORGAN CHASE & CO,105.23000,106.80000,106.55000,24811730,0.011487,106.52000,106.53000,105.41000,0.004549,0.004452,0.003170,0.003049,0.004985
47896,2019-03-18,JPM,JPMORGAN CHASE & CO,106.50000,107.78500,107.19000,12935514,0.006007,107.21000,107.22000,106.55000,0.004449,0.004420,0.006075,0.005930,0.003706
47896,2019-03-19,JPM,JPMORGAN CHASE & CO,106.55000,108.40000,106.80000,12889267,-0.003638,106.82000,106.83000,108.20000,-0.000676,-0.000723,-0.001410,-0.001522,-0.000131
47896,2019-03-20,JPM,JPMORGAN CHASE & CO,104.41000,106.65000,104.52000,14920658,-0.021348,104.52000,104.53000,106.43000,-0.003146,-0.003266,-0.002614,-0.002785,-0.002944
47896,2019-03-21,JPM,JPMORGAN CHASE & CO,102.28040,103.49000,102.87000,19751044,-0.015786,102.86000,102.87000,103.49000,0.010294,0.010214,0.005282,0.005128,0.010853
47896,2019-03-22,JPM,JPMORGAN CHASE & CO,99.52000,102.32000,99.76000,31115189,-0.030232,99.75000,99.76000,101.82000,-0.020352,-0.020404,-0.022043,-0.022070,-0.018975
47896,2019-03-25,JPM,JPMORGAN CHASE & CO,98.09000,100.57000,98.93000,21032295,-0.008320,98.92000,98.93000,99.59000,-0.000328,-0.000413,-0.000245,-0.000300,-0.000839
47896,2019-03-26,JPM,JPMORGAN CHASE & CO,98.82000,100.40000,99.92000,15987129,0.010007,99.92000,99.93000,99.82000,0.007719,0.007711,0.006267,0.006223,0.007183
47896,2019-03-27,JPM,JPMORGAN CHASE & CO,99.08000,100.44990,99.58000,12753234,-0.003403,99.58000,99.59000,99.88000,-0.004686,-0.004709,-0.002540,-0.002566,-0.004644
47896,2019-03-28,JPM,JPMORGAN CHASE & CO,99.74000,100.80000,100.71000,12454070,0.011348,100.70000,100.71000,100.00000,0.004111,0.003829,0.003870,0.003583,0.003590
47896,2019-03-29,JPM,JPMORGAN CHASE & CO,100.58500,101.99000,101.23000,14523395,0.005163,101.25000,101.27000,101.54000,0.006019,0.005974,0.002876,0.002821,0.006734
47896,2019-04-01,JPM,JPMORGAN CHASE & CO,102.12000,104.68000,104.64000,17499280,0.033686,104.60000,104.62000,102.15000,0.011239,0.011166,0.009780,0.009658,0.011569
47896,2019-04-02,JPM,JPMORGAN CHASE & CO,104.33000,105.44000,105.14000,10295539,0.004778,105.13000,105.14000,104.60000,-0.000146,-0.000181,-0.000222,-0.000269,0.000017
47896,2019-04-03,JPM,JPMORGAN CHASE & CO,104.78500,106.36000,105.35000,11499209,0.001997,105.32000,105.34000,105.81000,0.002548,0.002540,0.002333,0.002309,0.002148
47896,2019-04-04,JPM,JPMORGAN CHASE & CO,104.45000,105.73000,105.56000,11952078,0.009587,105.55000,105.56000,104.55000,0.001939,0.001779,0.002985,0.002939,0.002085
47896,2019-04-05,JPM,JPMORGAN CHASE & CO,104.99000,106.11000,105.31000,9933660,-0.002368,105.28000,105.29000,105.80000,0.005114,0.005107,0.007044,0.007031,0.004636
47896,2019-04-08,JPM,JPMORGAN CHASE & CO,104.91000,105.65000,105.65000,8056282,0.003229,105.63000,105.64000,105.11000,0.001042,0.001026,0.001010,0.000995,0.001047
47896,2019-04-09,JPM,JPMORGAN CHASE & CO,104.25000,105.20000,104.87000,9092188,-0.007383,104.91000,104.92000,105.08000,-0.006282,-0.006510,-0.006985,-0.007011,-0.006067
47896,2019-04-10,JPM,JPMORGAN CHASE & CO,104.47000,105.71500,105.34000,10882304,0.004482,105.41000,105.42000,105.13000,0.004781,0.004715,0.006191,0.006139,0.003478
47896,2019-04-11,JPM,JPMORGAN CHASE & CO,105.56000,106.73000,106.23000,11183845,0.008449,106.25000,106.27000,105.71000,-0.000123,-0.000139,-0.001768,-0.001817,0.000038
47896,2019-04-12,JPM,JPMORGAN CHASE & CO,108.88000,111.85000,111.21000,25834073,0.046879,111.18000,111.20000,109.44000,0.006427,0.006341,0.002535,0.002389,0.006609
47896,2019-04-15,JPM,JPMORGAN CHASE & CO,109.12000,111.00000,109.94000,15163815,-0.011420,109.92000,109.93000,110.92000,-0.001019,-0.001050,-0.003526,-0.003550,-0.000629
47896,2019-04-16,JPM,JPMORGAN CHASE & CO,109.86000,111.39000,111.10000,11583232,0.010551,111.10000,111.11000,109.90000,0.000713,0.000698,0.000853,0.000809,0.000509
47896,2019-04-17,JPM,JPMORGAN CHASE & CO,111.01000,114.66000,114.30000,17791890,0.028803,114.29000,114.30000,111.70000,-0.003057,-0.003127,-0.005654,-0.005707,-0.002274
47896,2019-04-18,JPM,JPMORGAN CHASE & CO,113.33000,114.94500,113.46000,12501949,-0.007349,113.43000,113.46000,114.53000,0.001078,0.001059,-0.000348,-0.000390,0.001579
47896,2019-04-22,JPM,JPMORGAN CHASE & CO,112.66220,113.93000,113.60000,7975860,0.001234,113.61000,113.62000,112.83000,0.000550,0.000523,-0.001071,-0.001154,0.001012
47896,2019-04-23,JPM,JPMORGAN CHASE & CO,112.85000,114.37000,113.74000,9193318,0.001232,113.74000,113.75000,113.00000,0.008919,0.008838,0.008481,0.008338,0.008841
47896,2019-04-24,JPM,JPMORGAN CHASE & CO,112.81000,114.15000,113.55000,9245743,-0.001670,113.55000,113.56000,113.26000,-0.002067,-0.002100,-0.001668,-0.001680,-0.002192
47896,2019-04-25,JPM,JPMORGAN CHASE & CO,112.50000,114.14500,113.61000,9311768,0.000528,113.61000,113.62000,113.01000,-0.001464,-0.001472,-0.005200,-0.005228,-0.000369
47896,2019-04-26,JPM,JPMORGAN CHASE & CO,113.60000,114.58000,114.47000,7889519,0.007570,114.44000,114.45000,113.95000,0.005368,0.005324,0.005863,0.005817,0.004685
47896,2019-04-29,JPM,JPMORGAN CHASE & CO,114.44500,117.15500,116.12000,14242237,0.014414,116.12000,116.13000,114.60000,0.001457,0.001375,0.003016,0.002946,0.001071
47896,2019-04-30,JPM,JPMORGAN CHASE & CO,115.26000,116.72400,116.05000,11389147,-0.000603,116.01000,116.02000,116.43000,0.000358,0.000297,-0.002453,-0.002528,0.000951
47896,2019-05-01,JPM,JPMORGAN CHASE & CO,115.11000,117.00000,115.16000,10412881,-0.007669,115.13000,115.14000,115.72000,-0.007552,-0.007599,-0.006304,-0.006388,-0.007502
47896,2019-05-02,JPM,JPMORGAN CHASE & CO,114.58000,115.77530,115.41000,8613305,0.002171,115.44000,115.45000,115.17000,-0.001670,-0.001740,-0.001115,-0.001172,-0.002124
47896,2019-05-03,JPM,JPMORGAN CHASE & CO,115.67000,116.68000,116.12000,8185409,0.006152,116.08000,116.09000,116.00000,0.010903,0.010811,0.013264,0.013153,0.009638
47896,2019-05-06,JPM,JPMORGAN CHASE & CO,113.72000,115.47000,115.09000,9387010,-0.008870,115.09000,115.10000,114.18000,-0.003819,-0.003978,-0.002032,-0.002160,-0.004471
47896,2019-05-07,JPM,JPMORGAN CHASE & CO,112.28500,114.03000,113.21000,15017725,-0.016335,113.16000,113.17000,114.03000,-0.016138,-0.016162,-0.013079,-0.013145,-0.016512
47896,2019-05-08,JPM,JPMORGAN CHASE & CO,112.46000,113.67000,112.61000,9576075,-0.005300,112.62000,112.63000,112.66000,-0.001604,-0.001647,-0.000962,-0.001000,-0.001605
47896,2019-05-09,JPM,JPMORGAN CHASE & CO,110.58000,112.74000,112.52000,12205866,-0.000799,112.50000,112.51000,111.14000,-0.002762,-0.003037,-0.004986,-0.005092,-0.003021
47896,2019-05-10,JPM,JPMORGAN CHASE & CO,110.54000,112.84000,112.51000,13189381,-0.000089,112.53000,112.56000,111.75000,0.004061,0.003801,0.001979,0.001857,0.003720
47896,2019-05-13,JPM,JPMORGAN CHASE & CO,108.98000,110.45000,109.45000,13783652,-0.027198,109.43000,109.44000,110.08000,-0.024490,-0.024534,-0.022620,-0.022657,-0.024131
47896,2019-05-14,JPM,JPMORGAN CHASE & CO,109.50000,111.72000,110.32000,10503672,0.007949,110.33000,110.35000,109.55000,0.008972,0.008832,0.009282,0.009072,0.008016
47896,2019-05-15,JPM,JPMORGAN CHASE & CO,108.61000,110.89580,109.90000,10142048,-0.003807,109.94000,109.96000,109.21000,0.005735,0.005598,0.003094,0.003035,0.005839
47896,2019-05-16,JPM,JPMORGAN CHASE & CO,110.59000,112.17000,111.31000,9672729,0.012830,111.33000,111.35000,110.62000,0.008466,0.008250,0.002113,0.002001,0.008895
47896,2019-05-17,JPM,JPMORGAN CHASE & CO,109.82570,111.75000,110.77000,9570477,-0.004851,110.73000,110.75000,110.00000,-0.006777,-0.006866,-0.009133,-0.009204,-0.005837
47896,2019-05-20,JPM,JPMORGAN CHASE & CO,110.37000,111.81000,111.35000,8518244,0.005236,111.32000,111.33000,110.58000,-0.006482,-0.006568,-0.005819,-0.005910,-0.006749
47896,2019-05-21,JPM,JPMORGAN CHASE & CO,111.21500,111.92000,111.73000,7967976,0.003413,111.75000,111.76000,111.44000,0.008936,0.008913,0.008194,0.008147,0.008496
47896,2019-05-22,JPM,JPMORGAN CHASE & CO,110.75000,111.79000,110.82000,7918898,-0.008145,110.79000,110.80000,111.40000,-0.003791,-0.003813,-0.006750,-0.006788,-0.002824
47896,2019-05-23,JPM,JPMORGAN CHASE & CO,107.50000,109.79000,108.64000,14557969,-0.019672,108.63000,108.64000,109.64000,-0.012685,-0.012791,-0.014587,-0.014727,-0.011914
47896,2019-05-24,JPM,JPMORGAN CHASE & CO,109.19000,109.96000,109.71000,8537252,0.009849,109.75000,109.78000,109.52000,0.002769,0.002660,0.004570,0.004539,0.001354
47896,2019-05-28,JPM,JPMORGAN CHASE & CO,108.44000,109.83000,108.52000,11665579,-0.010847,108.45000,108.47000,109.20000,-0.007504,-0.007522,-0.004871,-0.004896,-0.008376
47896,2019-05-29,JPM,JPMORGAN CHASE & CO,107.06000,108.40000,108.22000,9966365,-0.002764,108.16000,108.18000,107.45000,-0.006890,-0.006911,-0.007024,-0.007040,-0.006912
47896,2019-05-30,JPM,JPMORGAN CHASE & CO,106.54000,109.18000,107.06000,10367822,-0.010719,107.07000,107.08000,108.65000,0.001395,0.001256,-0.000323,-0.000461,0.002098
47896,2019-05-31,JPM,JPMORGAN CHASE & CO,104.84000,106.58900,105.96000,10952857,-0.010275,105.93000,105.95000,105.56000,-0.011731,-0.011892,-0.009849,-0.009961,-0.013195
47896,2019-06-03,JPM,JPMORGAN CHASE & CO,105.30000,106.86000,106.46000,11680745,0.004719,106.38000,106.41000,105.80000,-0.002132,-0.002208,0.002028,0.001807,-0.002765
47896,2019-06-04,JPM,JPMORGAN CHASE & CO,107.13000,109.90000,109.74000,12858587,0.030810,109.75000,109.76000,107.85000,0.020888,0.020849,0.016296,0.016258,0.021432
47896,2019-06-05,JPM,JPMORGAN CHASE & CO,108.63760,110.38000,110.13000,8340484,0.003554,110.15000,110.16000,109.86000,0.006480,0.006393,-0.003716,-0.003743,0.008162
47896,2019-06-06,JPM,JPMORGAN CHASE & CO,108.93070,110.87000,110.37000,8726664,0.002179,110.39000,110.41000,110.15000,0.005135,0.004927,-0.002659,-0.002743,0.006136
47896,2019-06-07,JPM,JPMORGAN CHASE & CO,108.96000,110.02000,109.16000,10618932,-0.010963,109.13000,109.14000,109.70000,0.009671,0.009587,0.006756,0.006706,0.010498
47896,2019-06-10,JPM,JPMORGAN CHASE & CO,110.21500,111.21000,110.34000,11380602,0.010810,110.31000,110.33000,110.75000,0.004786,0.004779,0.005864,0.005850,0.004660
47896,2019-06-11,JPM,JPMORGAN CHASE & CO,110.37000,111.57000,110.68000,9847999,0.003081,110.68000,110.69000,110.82000,-0.000587,-0.000629,-0.000756,-0.000856,-0.000350
47896,2019-06-12,JPM,JPMORGAN CHASE & CO,108.89000,110.90000,109.27000,9670511,-0.012739,109.27000,109.29000,110.70000,-0.001895,-0.001922,-0.001817,-0.001888,-0.002038
47896,2019-06-13,JPM,JPMORGAN CHASE & CO,109.05000,110.16000,109.54000,8406903,0.002471,109.58000,109.60000,109.46000,0.004882,0.004584,0.007828,0.007433,0.004097
47896,2019-06-14,JPM,JPMORGAN CHASE & CO,108.63000,110.30270,109.82000,9077685,0.002556,109.83000,109.84000,109.57000,-0.002723,-0.002830,-0.006331,-0.006505,-0.001612
47896,2019-06-17,JPM,JPMORGAN CHASE & CO,109.06000,110.37000,109.22000,8128583,-0.005463,109.21000,109.22000,109.70000,0.001583,0.001301,0.002658,0.002318,0.000932
47896,2019-06-18,JPM,JPMORGAN CHASE & CO,108.98000,111.40500,110.71000,11057340,0.013642,110.75000,110.77000,109.01000,0.009988,0.009946,0.009913,0.009857,0.009717
47896,2019-06-19,JPM,JPMORGAN CHASE & CO,109.69500,111.59000,109.91000,13126542,-0.007226,109.86000,109.88000,110.82000,0.003742,0.003734,0.003660,0.003623,0.002985
47896,2019-06-20,JPM,JPMORGAN CHASE & CO,109.03310,111.08500,110.19000,13638199,0.002548,110.18000,110.19000,110.88000,0.008794,0.008724,0.006415,0.006296,0.009472
47896,2019-06-21,JPM,JPMORGAN CHASE & CO,109.09000,111.67000,109.44000,27089546,-0.006806,109.66000,109.69000,110.19000,-0.002480,-0.002603,-0.003684,-0.003804,-0.001259
47896,2019-06-24,JPM,JPMORGAN CHASE & CO,108.53500,109.77000,108.66000,13039577,-0.007127,108.66000,108.67000,109.28000,-0.002898,-0.002940,-0.006011,-0.006304,-0.001732
47896,2019-06-25,JPM,JPMORGAN CHASE & CO,107.67000,108.98000,107.76000,18660111,-0.008283,107.78000,107.79000,108.68000,-0.008983,-0.008992,-0.006024,-0.006213,-0.009496
47896,2019-06-26,JPM,JPMORGAN CHASE & CO,108.16000,109.31000,108.48000,10324609,0.006682,108.47000,108.48000,108.30000,-0.001030,-0.001050,0.000982,0.000955,-0.001234
47896,2019-06-27,JPM,JPMORGAN CHASE & CO,108.44000,109.55000,108.84000,10906607,0.003319,108.81000,108.82000,108.84000,0.005851,0.005565,0.009434,0.009081,0.003823
47896,2019-06-28,JPM,JPMORGAN CHASE & CO,110.90000,112.43000,111.80000,21634683,0.027196,111.77000,111.78000,111.04000,0.006661,0.006603,0.010004,0.009901,0.005757
